42
1;2;Matheus_Caganeira;100;1;30;1
2;1;Matheus_Caganeira;100;1;30;1
1;5;General_Tiago_Pinheiro;300;1;40;2
5;1;General_Tiago_Pinheiro;300;1;40;2
2;36;Garibalde;95;1;40;2
36;38;Nucleo_Norte;100;1;30;1
38;36;Nucleo_Norte;100;1;30;1
36;35;Garibalde;95;1;40;2
35;36;Garibalde;95;1;40;2
35;37;Francisco_Belinazio;100;1;30;1
37;35;Francisco_Belinazio;100;1;30;1
3;35;Garibalde;100;1;40;2
35;3;Garibalde;100;1;40;2
38;40;Nucleo_Norte;80;1;30;1
40;38;Nucleo_Norte;80;1;30;1
38;37;Bento_Gonçalves;100;1;40;2
37;38;Bento_Gonçalves;100;1;40;2
37;39;Francisco_Belinazio;90;1;30;1
39;37;Francisco_Belinazio;90;1;30;1
37;32;Bento_Gonçalves;100;1;40;2
32;37;Bento_Gonçalves;100;1;40;2
39;40;Pinto_Bandeira;100;1;50;3
40;39;Pinto_Bandeira;100;1;50;3
39;33;Pinto_Bandeira;100;1;50;3
33;39;Pinto_Bandeira;100;1;50;3
5;6;General_Tiago_Pinheiro;110;1;40;2
5;6;General_Tiago_Pinheiro;110;1;40;2
3;4;Garibalde;100;1;40;2
4;3;Garibalde;100;1;40;2
3;32;Padre_Marcelino_Miletto;100;1;30;1
32;3;Padre_Marcelino_Miletto;100;1;30;1
32;31;Bento_Gonçalves;100;1;40;2
31;32;Bento_Gonçalves;100;1;40;2
32;33;Padre_Marcelino_Miletto;100;1;30;1
33;32;Padre_Marcelino_Miletto;100;1;30;1
33;34;Pinto_Bandeira;100;1;50;3
34;33;Pinto_Bandeira;100;1;50;3
6;7;General_Tiago_Pinheiro;110;1;40;2
7;6;General_Tiago_Pinheiro;110;1;40;2
6;4;Sete_de_Setembro;100;1;30;1
4;6;Sete_de_Setembro;100;1;30;1
4;16;Garibalde;100;1;40;2
16;4;Garibalde;100;1;40;2
4;31;Sete_de_Setembro;100;1;30;1
31;4;Sete_de_Setembro;100;1;30;1
31;30;Bento_Gonçalves;100;1;40;2
30;31;Bento_Gonçalves;100;1;40;2
31;34;Sete_de_Setembro;100;1;30;1
34;31;Sete_de_Setembro;100;1;30;1
34;29;Pinto_Bandeira;100;1;50;3
29;34;Pinto_Bandeira;100;1;50;3
34;27;Sete_de_Setembro;80;1;30;1
27;34;Sete_de_Setembro;80;1;30;1
27;28;Tiradentes;100;1;40;2
28;27;Tiradentes;100;1;40;2
7;8;General_Tiago_Pinheiro;110;1;40;2
8;7;General_Tiago_Pinheiro;110;1;40;2
7;16;Sao_Jose;100;1;30;1
16;7;Sao_Jose;100;1;30;1
16;15;Garibalde;100;1;50;3
15;16;Garibalde;100;1;50;3
16;30;Sao_Jose;100;1;30;1
30;16;Sao_Jose;100;1;30;1
30;23;Bento_Gonçalves;100;1;40;2
23;30;Bento_Gonçalves;100;1;40;2
30;29;Sao_Jose;100;1;30;1
29;30;Sao_Jose;100;1;30;1
29;24;Pinto_Bandeira;100;1;40;2
24;29;Pinto_Bandeira;100;1;40;2
29;28;Sao_Jose;80;1;30;1
28;29;Sao_Jose;80;1;30;1
28;25;Tiradentes;100;1;40;2
25;28;Tiradentes;100;1;40;2
8;9;General_Tiago_Pinheiro;110;1;40;2
9;8;General_Tiago_Pinheiro;110;1;40;2
8;15;Gal_Orosio;100;1;40;2
15;8;Gal_Orosio;100;1;40;2
15;14;Garibalde;100;1;50;3
14;15;Garibalde;100;1;50;3
15;23;Gal_Orosio;100;1;40;2
23;15;Gal_Orosio;100;1;40;2
23;21;Bento_Gonçalves;100;1;40;2
21;23;Bento_Gonçalves;100;1;40;2
23;24;Gal_Orosio;100;1;40;2
24;23;Gal_Orosio;100;1;40;2
24;22;Pinto_Bandeira;100;1;40;2
22;24;Pinto_Bandeira;100;1;40;2
24;25;Gal_Orosio;80;1;40;2
25;24;Gal_Orosio;80;1;40;2
25;26;Tiradentes;100;1;40;2
26;25;Tiradentes;100;1;40;2
9;10;General_Tiago_Pinheiro;110;1;40;2
10;9;General_Tiago_Pinheiro;110;1;40;2
9;14;Brg_Portinho;100;1;30;1
14;9;Brg_Portinho;100;1;30;1
14;13;Garibalde;100;1;50;3
13;14;Garibalde;100;1;50;3
14;21;Brg_Portinho;100;1;30;1
21;14;Brg_Portinho;100;1;30;1
21;20;Bento_Gonçalves;100;1;40;2
20;21;Bento_Gonçalves;100;1;40;2
21;22;Brg_Portinho;100;1;30;1
22;21;Brg_Portinho;100;1;30;1
22;19;Pinto_Bandeira;100;1;40;2
19;22;Pinto_Bandeira;100;1;40;2
22;26;Brg_Portinho;80;1;30;1
26;22;Brg_Portinho;80;1;30;1
10;11;General_Tiago_Pinheiro;110;1;40;2
11;10;General_Tiago_Pinheiro;110;1;40;2
10;13;Capitao_Leonardo_Brondani;100;1;30;1
13;10;Capitao_Leonardo_Brondani;100;1;30;1
13;12;Garibalde;80;1;50;3
12;13;Garibalde;80;1;50;3
13;20;Capitao_Leonardo_Brondani;100;1;30;1
20;13;Capitao_Leonardo_Brondani;100;1;30;1
20;17;Bento_Gonçalves;80;1;40;2
17;20;Bento_Gonçalves;80;1;40;2
20;19;Capitao_Leonardo_Brondani;100;1;30;1
19;20;Capitao_Leonardo_Brondani;100;1;30;1
11;41;General_Tiago_Pinheiro;110;1;40;2
41;11;General_Tiago_Pinheiro;110;1;40;2
11;12;Sem_Patente_Marlon_Leoner;100;1;30;1
12;11;Sem_Patente_Marlon_Leoner;100;1;30;1
12;18;Garibalde;100;1;50;3
18;12;Garibalde;100;1;50;3
12;17;Sem_Patente_Marlon_Leoner;100;1;30;1
17;12;Sem_Patente_Marlon_Leoner;100;1;30;1
17;18;Pinto_Bandeira;110;1;40;2
18;17;Pinto_Bandeira;110;1;40;2
18;41;Pinto_Bandeira;100;1;50;3
41;18;Pinto_Bandeira;100;1;50;3
36;2;Garibalde;95;1;40;2
3;5;Padre_Pedro_Marcelino_Copeti;100;1;30;1
5;3;Padre_Pedro_Marcelino_Copeti;100;1;30;1
2;42;Matheus_Caganeira;100;1;30;1
42;2;Matheus_Caganeira;100;1;30;1
38;42;Bento_Gonçalves;100;1;40;2
42;38;Bento_Gonçalves;100;1;40;2
